BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_air_IST_Lisbon.txt
--------------------------------------------------
O2                                                              
cross_section_air_IST_Lisbon.txt
 
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
         343   10.64      0.9422      0.2037E+25  0.1878E+25  0.3148E+25  0.2012E+25  0.5582E-13  0.8633E-13   0.000       0.000       0.000       0.000      0.2307E-15  0.2293E-17  0.2285E-15   0.000       3.217       4.000       1.000    
         344   10.72      0.9435      0.2032E+25  0.1878E+25  0.3142E+25  0.2012E+25  0.5589E-13  0.8654E-13   0.000       0.000       0.000       0.000      0.2334E-15  0.2298E-17  0.2311E-15   0.000       3.217       4.000       1.000    
         345   10.79      0.9448      0.2028E+25  0.1879E+25  0.3136E+25  0.2013E+25  0.5596E-13  0.8674E-13   0.000       0.000       0.000       0.000      0.2361E-15  0.2304E-17  0.2338E-15   0.000       3.217       4.000       1.000    
         346   10.87      0.9461      0.2023E+25  0.1879E+25  0.3130E+25  0.2013E+25  0.5604E-13  0.8694E-13   0.000       0.000       0.000       0.000      0.2388E-15  0.2310E-17  0.2365E-15   0.000       3.217       4.000       1.000    
         347   10.94      0.9474      0.2018E+25  0.1880E+25  0.3124E+25  0.2013E+25  0.5611E-13  0.8714E-13   0.000       0.000       0.000       0.000      0.2416E-15  0.2316E-17  0.2393E-15   0.000       3.217       4.000       1.000    
         348   11.02      0.9486      0.2014E+25  0.1880E+25  0.3118E+25  0.2013E+25  0.5618E-13  0.8734E-13   0.000       0.000       0.000       0.000      0.2444E-15  0.2322E-17  0.2421E-15   0.000       3.217       4.000       1.000    
         349   11.09      0.9499      0.2009E+25  0.1881E+25  0.3112E+25  0.2013E+25  0.5625E-13  0.8754E-13   0.000       0.000       0.000       0.000      0.2472E-15  0.2328E-17  0.2449E-15   0.000       3.217       4.000       1.000    
         350   11.17      0.9511      0.2005E+25  0.1881E+25  0.3106E+25  0.2013E+25  0.5632E-13  0.8774E-13   0.000       0.000       0.000       0.000      0.2501E-15  0.2334E-17  0.2478E-15   0.000       3.217       4.000       1.000    
         351   11.25      0.9524      0.2000E+25  0.1882E+25  0.3100E+25  0.2013E+25  0.5639E-13  0.8794E-13   0.000       0.000       0.000       0.000      0.2530E-15  0.2339E-17  0.2507E-15   0.000       3.217       4.000       1.000    
         352   11.33      0.9536      0.1996E+25  0.1882E+25  0.3094E+25  0.2013E+25  0.5646E-13  0.8814E-13   0.000       0.000       0.000       0.000      0.2560E-15  0.2345E-17  0.2536E-15   0.000       3.217       4.000       1.000    
         353   11.40      0.9548      0.1991E+25  0.1883E+25  0.3088E+25  0.2013E+25  0.5653E-13  0.8833E-13   0.000       0.000       0.000       0.000      0.2589E-15  0.2351E-17  0.2566E-15   0.000       3.217       4.000       1.000    
         354   11.48      0.9560      0.1987E+25  0.1883E+25  0.3082E+25  0.2013E+25  0.5660E-13  0.8854E-13   0.000       0.000       0.000       0.000      0.2620E-15  0.2357E-17  0.2596E-15   0.000       3.217       4.000       1.000    
         355   11.56      0.9572      0.1982E+25  0.1884E+25  0.3076E+25  0.2014E+25  0.5666E-13  0.8873E-13   0.000       0.000       0.000       0.000      0.2650E-15  0.2362E-17  0.2627E-15   0.000       3.831       9.000       2.000    
         356   11.64      0.9584      0.1978E+25  0.1884E+25  0.3070E+25  0.2014E+25  0.5673E-13  0.8893E-13   0.000       0.000       0.000       0.000      0.2681E-15  0.2368E-17  0.2658E-15   0.000       3.831       5.000       1.000    
         357   11.72      0.9596      0.1974E+25  0.1885E+25  0.3065E+25  0.2014E+25  0.5680E-13  0.8912E-13   0.000       0.000       0.000       0.000      0.2713E-15  0.2374E-17  0.2689E-15   0.000       3.831       5.000       1.000    
         358   11.81      0.9608      0.1969E+25  0.1885E+25  0.3059E+25  0.2014E+25  0.5687E-13  0.8932E-13   0.000       0.000       0.000       0.000      0.2744E-15  0.2379E-17  0.2721E-15   0.000       3.831       4.000       1.000    
         359   11.89      0.9619      0.1965E+25  0.1885E+25  0.3053E+25  0.2014E+25  0.5694E-13  0.8952E-13   0.000       0.000       0.000       0.000      0.2776E-15  0.2385E-17  0.2753E-15   0.000       3.831       4.000       1.000    
         360   11.97      0.9631      0.1961E+25  0.1886E+25  0.3047E+25  0.2014E+25  0.5701E-13  0.8971E-13   0.000       0.000       0.000       0.000      0.2809E-15  0.2391E-17  0.2785E-15   0.000       3.831       4.000       1.000    
         361   12.05      0.9643      0.1956E+25  0.1886E+25  0.3042E+25  0.2014E+25  0.5707E-13  0.8990E-13   0.000       0.000       0.000       0.000      0.2842E-15  0.2396E-17  0.2818E-15   0.000       3.831       4.000       1.000    
         362   12.14      0.9654      0.1952E+25  0.1887E+25  0.3036E+25  0.2014E+25  0.5714E-13  0.9010E-13   0.000       0.000       0.000       0.000      0.2875E-15  0.2402E-17  0.2851E-15   0.000       3.831       4.000       1.000    
         363   12.22      0.9666      0.1948E+25  0.1887E+25  0.3030E+25  0.2014E+25  0.5721E-13  0.9029E-13   0.000       0.000       0.000       0.000      0.2909E-15  0.2407E-17  0.2885E-15   0.000       3.831       4.000       1.000    
         364   12.31      0.9677      0.1944E+25  0.1887E+25  0.3025E+25  0.2014E+25  0.5728E-13  0.9049E-13   0.000       0.000       0.000       0.000      0.2943E-15  0.2413E-17  0.2919E-15   0.000       3.831       4.000       1.000    
         365   12.39      0.9689      0.1940E+25  0.1888E+25  0.3019E+25  0.2014E+25  0.5734E-13  0.9068E-13   0.000       0.000       0.000       0.000      0.2978E-15  0.2419E-17  0.2954E-15   0.000       3.831       4.000       1.000    
         366   12.48      0.9700      0.1936E+25  0.1888E+25  0.3014E+25  0.2014E+25  0.5741E-13  0.9087E-13   0.000       0.000       0.000       0.000      0.3013E-15  0.2424E-17  0.2989E-15   0.000       3.831       4.000       1.000    
         367   12.56      0.9711      0.1931E+25  0.1888E+25  0.3008E+25  0.2014E+25  0.5747E-13  0.9106E-13   0.000       0.000       0.000       0.000      0.3048E-15  0.2430E-17  0.3024E-15   0.000       3.831       4.000       1.000    
         368   12.65      0.9722      0.1927E+25  0.1889E+25  0.3003E+25  0.2014E+25  0.5754E-13  0.9126E-13   0.000       0.000       0.000       0.000      0.3084E-15  0.2435E-17  0.3060E-15   0.000       3.831       4.000       1.000    
         369   12.74      0.9733      0.1923E+25  0.1889E+25  0.2997E+25  0.2014E+25  0.5761E-13  0.9145E-13   0.000       0.000       0.000       0.000      0.3121E-15  0.2441E-17  0.3096E-15   0.000       3.831       4.000       1.000    
         370   12.83      0.9744      0.1919E+25  0.1889E+25  0.2991E+25  0.2013E+25  0.5767E-13  0.9163E-13   0.000       0.000       0.000       0.000      0.3158E-15  0.2446E-17  0.3133E-15   0.000       4.563       9.000       2.000    
         371   12.92      0.9755      0.1915E+25  0.1890E+25  0.2986E+25  0.2013E+25  0.5773E-13  0.9182E-13   0.000       0.000       0.000       0.000      0.3195E-15  0.2452E-17  0.3170E-15   0.000       4.563       5.000       1.000    
         372   13.01      0.9766      0.1911E+25  0.1890E+25  0.2980E+25  0.2013E+25  0.5780E-13  0.9204E-13   0.000      0.1281E-27   0.000      0.5155E-32  0.3232E-15  0.2457E-17  0.3208E-15 -0.1251E-27   5.434       10.00       2.000    
         373   13.10      0.9776      0.1907E+25  0.1890E+25  0.2975E+25  0.2013E+25  0.5787E-13  0.9222E-13   0.000      0.1517E-27   0.000      0.6074E-32  0.3271E-15  0.2463E-17  0.3246E-15 -0.1483E-27   5.434       5.000       1.000    
         374   13.19      0.9787      0.1903E+25  0.1890E+25  0.2969E+25  0.2013E+25  0.5793E-13  0.9241E-13   0.000      0.1794E-27   0.000      0.7148E-32  0.3309E-15  0.2468E-17  0.3285E-15 -0.1756E-27   5.434       5.000       1.000    
         375   13.28      0.9809      0.1899E+25  0.1891E+25  0.2961E+25  0.2011E+25  0.5800E-13  0.9260E-13   0.000      0.2774E-26   0.000      0.1100E-30  0.3349E-15  0.2474E-17  0.3324E-15 -0.2718E-26   6.472       10.00       2.000    
         376   13.37      0.9820      0.1896E+25  0.1891E+25  0.2955E+25  0.2011E+25  0.5807E-13  0.9279E-13   0.000      0.3290E-26   0.000      0.1298E-30  0.3388E-15  0.2479E-17  0.3363E-15 -0.3227E-26   6.472       5.000       1.000    
         377   13.46      0.9831      0.1892E+25  0.1891E+25  0.2950E+25  0.2011E+25  0.5813E-13  0.9297E-13   0.000      0.3898E-26   0.000      0.1530E-30  0.3429E-15  0.2485E-17  0.3403E-15 -0.3827E-26   6.472       5.000       1.000    
         378   13.56      0.9842      0.1888E+25  0.1891E+25  0.2945E+25  0.2011E+25  0.5820E-13  0.9316E-13   0.000      0.4612E-26   0.000      0.1802E-30  0.3469E-15  0.2490E-17  0.3444E-15 -0.4534E-26   6.472       5.000       1.000    
         379   13.65      0.9852      0.1884E+25  0.1892E+25  0.2939E+25  0.2010E+25  0.5826E-13  0.9335E-13   0.000      0.5451E-26   0.000      0.2119E-30  0.3511E-15  0.2496E-17  0.3485E-15 -0.5364E-26   6.472       5.000       1.000    
         380   13.74      0.9860      0.1880E+25  0.1892E+25  0.2935E+25  0.2011E+25  0.5833E-13  0.9355E-13   0.000      0.7846E-26   0.000      0.3036E-30  0.3552E-15  0.2502E-17  0.3529E-15 -0.7730E-26   7.709       10.00       2.000    
         381   13.84      0.9871      0.1876E+25  0.1892E+25  0.2929E+25  0.2011E+25  0.5840E-13  0.9374E-13   0.000      0.9263E-26   0.000      0.3567E-30  0.3594E-15  0.2507E-17  0.3571E-15 -0.9136E-26   7.709       5.000       1.000    
         382   13.94      0.9881      0.1873E+25  0.1892E+25  0.2924E+25  0.2011E+25  0.5846E-13  0.9393E-13   0.000      0.1092E-25   0.000      0.4186E-30  0.3637E-15  0.2512E-17  0.3614E-15 -0.1079E-25   7.709       5.000       1.000    
         383   14.03      0.9891      0.1869E+25  0.1893E+25  0.2919E+25  0.2010E+25  0.5853E-13  0.9411E-13   0.000      0.1287E-25   0.000      0.4907E-30  0.3680E-15  0.2518E-17  0.3657E-15 -0.1272E-25   7.709       5.000       1.000    
         384   14.13      0.9902      0.1865E+25  0.1893E+25  0.2914E+25  0.2010E+25  0.5859E-13  0.9430E-13   0.000      0.1515E-25   0.000      0.5747E-30  0.3724E-15  0.2523E-17  0.3701E-15 -0.1498E-25   7.709       5.000       1.000    
         385   14.23      0.9912      0.1862E+25  0.1893E+25  0.2909E+25  0.2010E+25  0.5865E-13  0.9448E-13   0.000      0.1780E-25   0.000      0.6722E-30  0.3769E-15  0.2529E-17  0.3745E-15 -0.1763E-25   7.709       5.000       1.000    
         386   14.33      0.9922      0.1858E+25  0.1893E+25  0.2904E+25  0.2010E+25  0.5871E-13  0.9466E-13   0.000      0.2091E-25   0.000      0.7854E-30  0.3814E-15  0.2534E-17  0.3790E-15 -0.2072E-25   7.709       5.000       1.000    
         387   14.43      0.9932      0.1854E+25  0.1894E+25  0.2898E+25  0.2010E+25  0.5878E-13  0.9485E-13   0.000      0.2452E-25   0.000      0.9167E-30  0.3859E-15  0.2539E-17  0.3836E-15 -0.2433E-25   7.709       5.000       1.000    
         388   14.53      0.9942      0.1851E+25  0.1894E+25  0.2893E+25  0.2010E+25  0.5884E-13  0.9503E-13   0.000      0.2874E-25   0.000      0.1069E-29  0.3906E-15  0.2545E-17  0.3882E-15 -0.2854E-25   7.709       5.000       1.000    
         389   14.63      0.9952      0.1847E+25  0.1894E+25  0.2888E+25  0.2010E+25  0.5890E-13  0.9522E-13   0.000      0.3364E-25   0.000      0.1245E-29  0.3952E-15  0.2550E-17  0.3929E-15 -0.3344E-25   7.709       5.000       1.000    
         390   14.73      0.9958      0.1844E+25  0.1894E+25  0.2885E+25  0.2010E+25  0.5896E-13  0.9538E-13   0.000      0.3637E-25   0.000      0.1339E-29  0.4000E-15  0.2555E-17  0.3976E-15 -0.3619E-25   9.181       10.00       2.000    
         391   14.83      0.9968      0.1840E+25  0.1894E+25  0.2880E+25  0.2010E+25  0.5903E-13  0.9556E-13   0.000      0.4236E-25   0.000      0.1552E-29  0.4048E-15  0.2560E-17  0.4024E-15 -0.4219E-25   9.181       5.000       1.000    
         392   14.93      0.9977      0.1837E+25  0.1894E+25  0.2875E+25  0.2009E+25  0.5909E-13  0.9575E-13   0.000      0.4928E-25   0.000      0.1797E-29  0.4097E-15  0.2566E-17  0.4072E-15 -0.4914E-25   9.181       5.000       1.000    
         393   15.04      0.9987      0.1834E+25  0.1894E+25  0.2870E+25  0.2009E+25  0.5915E-13  0.9593E-13   0.000      0.5728E-25   0.000      0.2078E-29  0.4146E-15  0.2571E-17  0.4121E-15 -0.5717E-25   9.181       5.000       1.000    
         394   15.14      0.9997      0.1830E+25  0.1895E+25  0.2865E+25  0.2009E+25  0.5921E-13  0.9611E-13   0.000      0.6652E-25   0.000      0.2400E-29  0.4196E-15  0.2576E-17  0.4171E-15 -0.6645E-25   9.181       5.000       1.000    
         395   15.25       1.001      0.1827E+25  0.1895E+25  0.2860E+25  0.2009E+25  0.5928E-13  0.9629E-13   0.000      0.7715E-25   0.000      0.2770E-29  0.4246E-15  0.2582E-17  0.4221E-15 -0.7715E-25   9.181       5.000       1.000    
         396   15.35       1.002      0.1823E+25  0.1895E+25  0.2855E+25  0.2009E+25  0.5934E-13  0.9647E-13   0.000      0.8941E-25   0.000      0.3194E-29  0.4297E-15  0.2587E-17  0.4273E-15 -0.8949E-25   9.181       5.000       1.000    
         397   15.46       1.003      0.1820E+25  0.1895E+25  0.2850E+25  0.2008E+25  0.5940E-13  0.9665E-13   0.000      0.1035E-24   0.000      0.3679E-29  0.4349E-15  0.2592E-17  0.4324E-15 -0.1037E-24   9.181       5.000       1.000    
         398   15.57       1.004      0.1816E+25  0.1895E+25  0.2845E+25  0.2008E+25  0.5946E-13  0.9683E-13   0.000      0.1197E-24   0.000      0.4233E-29  0.4402E-15  0.2598E-17  0.4377E-15 -0.1200E-24   9.181       5.000       1.000    
         399   15.67       1.004      0.1813E+25  0.1895E+25  0.2840E+25  0.2008E+25  0.5952E-13  0.9701E-13   0.000      0.1383E-24   0.000      0.4866E-29  0.4455E-15  0.2603E-17  0.4430E-15 -0.1388E-24   9.181       5.000       1.000    
         400   15.78       1.005      0.1810E+25  0.1896E+25  0.2835E+25  0.2008E+25  0.5959E-13  0.9719E-13   0.000      0.1596E-24   0.000      0.5588E-29  0.4508E-15  0.2608E-17  0.4483E-15 -0.1603E-24   9.181       5.000       1.000    
         401   15.89       1.006      0.1806E+25  0.1896E+25  0.2830E+25  0.2008E+25  0.5965E-13  0.9737E-13   0.000      0.1840E-24   0.000      0.6410E-29  0.4563E-15  0.2614E-17  0.4538E-15 -0.1851E-24   9.181       5.000       1.000    
         402   16.00       1.007      0.1803E+25  0.1896E+25  0.2825E+25  0.2007E+25  0.5971E-13  0.9754E-13   0.000      0.2120E-24   0.000      0.7347E-29  0.4618E-15  0.2619E-17  0.4593E-15 -0.2134E-24   9.181       5.000       1.000    
         403   16.11       1.008      0.1800E+25  0.1896E+25  0.2820E+25  0.2007E+25  0.5977E-13  0.9772E-13   0.000      0.2440E-24   0.000      0.8412E-29  0.4674E-15  0.2624E-17  0.4648E-15 -0.2458E-24   9.181       5.000       1.000    
         404   16.23       1.009      0.1797E+25  0.1896E+25  0.2816E+25  0.2007E+25  0.5983E-13  0.9790E-13   0.000      0.2805E-24   0.000      0.9622E-29  0.4730E-15  0.2630E-17  0.4705E-15 -0.2828E-24   9.181       5.000       1.000    
         405   16.34       1.010      0.1793E+25  0.1896E+25  0.2811E+25  0.2007E+25  0.5990E-13  0.9808E-13   0.000      0.3222E-24   0.000      0.1100E-28  0.4787E-15  0.2635E-17  0.4762E-15 -0.3251E-24   9.181       5.000       1.000    
         406   16.45       1.011      0.1790E+25  0.1897E+25  0.2806E+25  0.2006E+25  0.5996E-13  0.9825E-13   0.000      0.3697E-24   0.000      0.1255E-28  0.4845E-15  0.2640E-17  0.4820E-15 -0.3734E-24   9.181       5.000       1.000    
         407   16.57       1.012      0.1787E+25  0.1897E+25  0.2801E+25  0.2006E+25  0.6002E-13  0.9843E-13   0.000      0.4239E-24   0.000      0.1432E-28  0.4904E-15  0.2646E-17  0.4878E-15 -0.4285E-24   9.181       5.000       1.000    
         408   16.68       1.013      0.1782E+25  0.1896E+25  0.2795E+25  0.2005E+25  0.6009E-13  0.9869E-13   0.000      0.4958E-24   0.000      0.1668E-28  0.4959E-15  0.2652E-17  0.4937E-15 -0.5018E-24   10.93       10.00       2.000    
         409   16.80       1.014      0.1779E+25  0.1896E+25  0.2790E+25  0.2005E+25  0.6015E-13  0.9887E-13   0.000      0.5669E-24   0.000      0.1897E-28  0.5019E-15  0.2657E-17  0.4997E-15 -0.5743E-24   10.93       5.000       1.000    
         410   16.91       1.015      0.1776E+25  0.1896E+25  0.2786E+25  0.2005E+25  0.6021E-13  0.9904E-13   0.000      0.6476E-24   0.000      0.2156E-28  0.5080E-15  0.2662E-17  0.5058E-15 -0.6566E-24   10.93       5.000       1.000    
         411   17.03       1.016      0.1773E+25  0.1896E+25  0.2781E+25  0.2005E+25  0.6027E-13  0.9922E-13   0.000      0.7392E-24   0.000      0.2448E-28  0.5142E-15  0.2668E-17  0.5119E-15 -0.7500E-24   10.93       5.000       1.000    
         412   17.15       1.016      0.1770E+25  0.1896E+25  0.2776E+25  0.2004E+25  0.6034E-13  0.9939E-13   0.000      0.8429E-24   0.000      0.2777E-28  0.5204E-15  0.2673E-17  0.5182E-15 -0.8560E-24   10.93       5.000       1.000    
         413   17.27       1.017      0.1766E+25  0.1896E+25  0.2772E+25  0.2004E+25  0.6040E-13  0.9957E-13   0.000      0.9602E-24   0.000      0.3148E-28  0.5267E-15  0.2678E-17  0.5245E-15 -0.9760E-24   10.93       5.000       1.000    
         414   17.39       1.018      0.1763E+25  0.1896E+25  0.2767E+25  0.2004E+25  0.6046E-13  0.9974E-13   0.000      0.1093E-23   0.000      0.3565E-28  0.5331E-15  0.2684E-17  0.5309E-15 -0.1112E-23   10.93       5.000       1.000    
         415   17.51       1.019      0.1760E+25  0.1897E+25  0.2762E+25  0.2004E+25  0.6052E-13  0.9992E-13   0.000      0.1243E-23   0.000      0.4033E-28  0.5396E-15  0.2689E-17  0.5373E-15 -0.1266E-23   10.93       5.000       1.000    
